(1)Avanti Sensor,,,
EMG 1 (1925.926),ACC X (148.148),ACC Y (148.148),ACC Z (148.148)
0.32411688410772865,0.21875,-0.84375,-0.40625
0.3046463721675441,0.15625,-0.8125,-0.40625
0.27779049362935837,0.09375,-0.8125,-0.40625
0.23347829404135198,0.0,-0.8125,-0.4375
0.17640955214770732,-0.0625,-0.8125,-0.46875
0.12303349355306323,-0.125,-0.8125,-0.46875
0.07956054016937514,-0.125,-0.84375,-0.4375
0.04078736552986953,-0.125,-0.875,-0.46875
0.0011749446860456242,-0.125,-0.90625,-0.53125
-0.03978027008468757,-0.0625,-0.96875,-0.53125
-0.07704280155642022,0.0,-1.0,-0.5625
-0.11061264972915236,0.0,0.0,0.0
-0.14317540245670252,0.0,0.0,0.0
-0.17708094911116198,0.1875,-0.9375,-0.65625
-0.2133363851377127,0.21875,-0.875,-0.59375
-0.24657053482871744,0.125,-0.6875,-0.59375
-0.2720836194399938,-0.03125,-0.46875,-0.71875
-0.29474326695658803,-0.03125,-0.375,-0.8125
-0.31992065308613715,-0.09375,-0.3125,-0.8125
-0.3467765316243228,-0.25,-0.25,-0.84375
-0.37145037003128095,-0.34375,-0.25,-0.875
-0.39159227893492027,-0.375,-0.28125,-0.96875
-0.40703440909437705,-0.5,-0.34375,-1.1875
-0.4155947203784237,-0.53125,-0.40625,-1.3125
-0.41055924315251385,-0.46875,-0.53125,-1.46875
-0.3904173342488746,-0.53125,-0.6875,-1.625
-0.36876478217746245,-0.6875,-0.78125,-1.875
-0.36775768673228043,-0.75,-0.90625,-2.15625
-0.39327077134355687,-0.71875,-1.0,-2.375
-0.4251621271076524,0.0,0.0,0.0
-0.44127565423056375,0.0,0.0,0.0
-0.4459754329747464,0.0,0.0,0.0
-0.4568856336308843,0.0,0.0,0.0
-0.4805523765926604,0.0,0.0,0.0
-0.49565880827038983,0.0,0.0,0.0
-0.4751812008850232,0.0,0.0,0.0
-0.4204623483634699,0.0,0.0,0.0
-0.3590295262073701,0.0,0.0,0.0
-0.30867475394827193,0.0,0.0,0.0
-0.26939803158617537,0.0,0.0,0.0
-0.2391851682307164,0.0,0.0,0.0
-0.2166933699549859,0.0,0.0,0.0
-0.203265430685893,0.0,0.0,0.0
-0.15207141222247655,0.0,0.0,0.0
0.04061951628900587,0.0,0.0,0.0
0.259662775616083,0.0,0.0,0.0
0.3499656672007324,0.0,0.0,0.0
0.32814526588845655,0.0,0.0,0.0
0.287861448081178,0.0,0.0,0.0
0.269062333104448,0.0,0.0,0.0
0.2552986953536278,0.0,0.0,0.0
0.23012130922407872,0.0,0.0,0.0
0.1915159838254368,0.0,0.0,0.0
0.14821087968261232,0.0,0.0,0.0
0.11094834821087966,0.0,0.0,0.0
0.0852674143587396,0.0,0.0,0.0
0.06663614862287326,0.0,0.0,0.0
0.0387731746395056,0.0,0.0,0.0
-0.02887006942854963,0.0,0.0,0.0
-0.11799801632715344,0.0,0.0,0.0
-0.17624170290684368,0.0,0.0,0.0
-0.1935301747158007,0.0,0.0,0.0
-0.19084458686198216,0.0,0.0,0.0
-0.18547341115434499,0.0,0.0,0.0
-0.18547341115434499,0.0,0.0,0.0
-0.18983749141680015,0.0,0.0,0.0
-0.19755855649652856,0.0,0.0,0.0
-0.2056153200579843,0.0,0.0,0.0
-0.2106507972838941,0.0,0.0,0.0
-0.21367208361943996,0.0,0.0,0.0
-0.21719691767757685,0.0,0.0,0.0
-0.22005035477225907,0.0,0.0,0.0
-0.22172884718089572,0.0,0.0,0.0
-0.22088960097657745,0.0,0.0,0.0
-0.22273594262607763,0.0,0.0,0.0
-0.22743572137026014,0.0,0.0,0.0
-0.23129625391012437,0.0,0.0,0.0
-0.23448538948653389,0.0,0.0,0.0
-0.24136720836194397,0.0,0.0,0.0
-0.24657053482871744,0.0,0.0,0.0
-0.2472419317921721,0.0,0.0,0.0
-0.24187075608453498,0.0,0.0,0.0
-0.2331425955596246,0.0,0.0,0.0
-0.22508583199816892,0.0,0.0,0.0
-0.21702906843671319,0.0,0.0,0.0
-0.20830090791180284,0.0,0.0,0.0
-0.20057984283207447,0.0,0.0,0.0
-0.19252307927061874,0.0,0.0,0.0
-0.17875944151979858,0.0,0.0,0.0
-0.16398870832379644,0.0,0.0,0.0
-0.15291065842679483,0.0,0.0,0.0
-0.14384679942015716,0.0,0.0,0.0
-0.13276874952315554,0.0,0.0,0.0
-0.11967650873579004,0.0,0.0,0.0
-0.1002059967956054,0.0,0.0,0.0
-0.08308537422751203,0.0,0.0,0.0
-0.0780498970016022,0.0,0.0,0.0
-0.0800640878919661,0.0,0.0,0.0
-0.07737850003814756,0.0,0.0,0.0
-0.06327916380560006,0.0,0.0,0.0
-0.04414435034714275,0.0,0.0,0.0
-0.028366521705958644,0.0,0.0,0.0
-0.01292439154650187,0.0,0.0,0.0
-0.00016784924086366064,0.0,0.0,0.0
0.0025177386129549098,0.0,0.0,0.0
-0.0011749446860456242,0.0,0.0,0.0
0.0006713969634546426,0.0,0.0,0.0
0.008560311284046692,0.0,0.0,0.0
0.011917296101319903,0.0,0.0,0.0
0.014267185473411156,0.0,0.0,0.0
0.022491798275730522,0.0,0.0,0.0
0.033066300450141146,0.0,0.0,0.0
0.0387731746395056,0.0,0.0,0.0
0.03944457160296025,0.0,0.0,0.0
0.03440909437705043,0.0,0.0,0.0
0.03189135576409552,0.0,0.0,0.0
0.03172350652323186,0.0,0.0,0.0
0.033066300450141146,0.0,0.0,0.0
0.03692683299000534,0.0,0.0,0.0
0.041962310215915156,0.0,0.0,0.0
0.04615854123750667,0.0,0.0,0.0
0.050019073777370866,0.0,0.0,0.0
0.05354390783550774,0.0,0.0,0.0
0.05471885252155337,0.0,0.0,0.0
0.0520332646677348,0.0,0.0,0.0
0.04716563668268864,0.0,0.0,0.0
0.043808651865415424,0.0,0.0,0.0
0.04414435034714275,0.0,0.0,0.0
0.04515144579232471,0.0,0.0,0.0
0.04078736552986953,0.0,0.0,0.0
0.033066300450141146,0.0,0.0,0.0
0.03105210955977722,0.0,0.0,0.0
0.03474479285877775,0.0,0.0,0.0
0.03927672236209659,0.0,0.0,0.0
0.03743038071259632,0.0,0.0,0.0
0.028702220187685965,0.0,0.0,0.0
0.022156099794003202,0.0,0.0,0.0
0.02333104448004883,0.0,0.0,0.0
0.03205920500495917,0.0,0.0,0.0
0.03474479285877775,0.0,0.0,0.0
0.014602883955138474,0.0,0.0,0.0
-0.021652552071412222,0.0,0.0,0.0
-0.05589379720759898,0.0,0.0,0.0
-0.07066453040360113,-0.9375,-0.15625,-0.53125
-0.06092927443350881,-0.875,-0.15625,-0.53125
-0.03373769741359579,0.0,0.0,0.0
0.007217517357137408,0.0,0.0,0.0
0.056900892652780956,-0.75,-0.09375,-0.6875
0.08996719310292209,-0.78125,-0.125,-0.6875
0.08409246967269397,-0.875,-0.1875,-0.6875
0.0528725108720531,-0.9375,-0.1875,-0.65625
0.028702220187685965,-0.875,-0.09375,-0.65625
0.02265964751659419,-0.84375,-0.0625,-0.6875
0.027023727779049357,-0.53125,0.09375,-0.875
0.03189135576409552,-0.625,0.09375,-0.84375
0.03608758678568704,-0.625,-0.21875,-0.53125
0.05119401846341649,-0.59375,-0.4375,-0.4375
0.07435721370260165,-0.46875,-0.40625,-0.625
0.08744945448996719,-0.59375,-0.25,-0.625
0.09198138399328602,0.125,-0.09375,-0.375
0.10289158464942397,-0.0625,0.09375,-0.6875
0.12252994583047226,0.0,0.0,0.0
0.14015411612115664,0.0,0.0,0.0
0.15223926146334021,0.0,0.0,0.0
0.1555962462806134,0.0,0.0,0.0
0.1542534523537041,0.0,0.0,0.0
0.1508964675364309,0.0,0.0,0.0
0.14334325169756618,0.0,0.0,0.0
0.13142595559624626,0.0,0.0,0.0
0.11866941329060808,0.0,0.0,0.0
0.1079270618753338,0.0,0.0,0.0
0.10457007705806058,0.0,0.0,0.0
0.10708781567101548,0.0,0.0,0.0
0.10893415732051576,0.0,0.0,0.0
0.11497672999160755,0.0,0.0,0.0
0.12169069962615398,0.0,0.0,0.0
0.12118715190356297,0.0,0.0,0.0
0.11245899137865262,0.0,0.0,0.0
0.09785610742351414,0.0,0.0,0.0
0.08577096208133059,0.0,0.0,0.0
0.0797283894102388,0.0,0.0,0.0
0.07435721370260165,0.0,0.0,0.0
0.06562905317769131,0.0,0.0,0.0
0.05790798809796292,0.0,0.0,0.0
0.0528725108720531,0.0,0.0,0.0
0.048844129091325246,0.0,0.0,0.0
0.04145876249332417,0.0,0.0,0.0
0.030716411078049892,0.0,0.0,0.0
0.03608758678568704,0.0,0.0,0.0
0.06730754558632791,0.0,0.0,0.0
0.10289158464942397,0.0,0.0,0.0
0.1253833829251545,0.0,0.0,0.0
0.1304188601510643,0.0,0.0,0.0
0.12739757381551842,0.0,0.0,0.0
0.1240405889982452,0.0,0.0,0.0
0.11900511177233539,0.0,0.0,0.0
0.11497672999160755,0.0,0.0,0.0
0.11715877012283514,0.0,0.0,0.0
0.11665522240024415,0.0,0.0,0.0
0.11061264972915236,0.0,0.0,0.0
0.1032272831311513,0.0,0.0,0.0
0.08979934386205844,0.0,0.0,0.0
0.060761425192645144,0.0,0.0,0.0
0.03474479285877775,0.0,0.0,0.0
0.03205920500495917,0.0,0.0,0.0
0.042801556420233464,0.0,0.0,0.0
0.057572289616235596,0.0,0.0,0.0
0.08157473105973906,0.0,0.0,0.0
0.10289158464942397,0.0,0.0,0.0
0.09047074082551307,0.0,0.0,0.0
0.0426337071793698,0.0,0.0,0.0
-0.009231708247501335,0.0,0.0,0.0
-0.041794460975051496,0.0,0.0,0.0
-0.059250782024872196,0.0,0.0,0.0
-0.06831464103150987,0.0,0.0,0.0
-0.06797894254978255,0.0,0.0,0.0
-0.06260776684214542,0.0,0.0,0.0
-0.06092927443350881,0.0,0.0,0.0
-0.07066453040360113,0.0,0.0,0.0
-0.08644235904478523,0.0,0.0,0.0
-0.10289158464942397,0.0,0.0,0.0
-0.11581597619592585,0.0,0.0,0.0
-0.12370489051651787,0.0,0.0,0.0
-0.12588693064774548,0.0,0.0,0.0
-0.1284046692607004,0.0,0.0,0.0
-0.13377584496833753,0.0,0.0,0.0
-0.14015411612115664,0.0,0.0,0.0
-0.15492484931715875,0.0,0.0,0.0
-0.17792019531548026,0.0,0.0,0.0
-0.21266498817425802,0.0,0.0,0.0
-0.24959182116426334,0.0,0.0,0.0
-0.259662775616083,0.0,0.0,0.0
-0.23297474631876097,0.0,0.0,0.0
-0.18883039597161821,0.0,0.0,0.0
-0.14216830701152056,0.0,0.0,0.0
-0.08845654993514916,0.0,0.0,0.0
-0.029709315632867935,0.0,0.0,0.0
0.0157778286411841,0.0,0.0,0.0
0.03743038071259632,0.0,0.0,0.0
0.03944457160296025,0.0,0.0,0.0
0.032730601968413826,0.0,0.0,0.0
0.03608758678568704,0.0,0.0,0.0
0.0481727321278706,0.0,0.0,0.0
0.04615854123750667,0.0,0.0,0.0
0.03474479285877775,0.0,0.0,0.0
0.03944457160296025,0.0,0.0,0.0
0.05589379720759898,0.0,0.0,0.0
0.056900892652780956,0.0,0.0,0.0
0.027359426260776684,0.0,0.0,0.0
-0.0035248340581368735,0.0,0.0,0.0
-0.009567406729228655,0.0,0.0,0.0
0.011917296101319903,0.0,0.0,0.0
0.03910887312123293,0.0,0.0,0.0
0.03743038071259632,0.0,0.0,0.0
-0.0035248340581368735,0.0,0.0,0.0
-0.051361867704280154,0.0,0.0,0.0
-0.07637140459296558,0.0,0.0,0.0
-0.08140688181887541,0.0,0.0,0.0
-0.06797894254978255,0.0,0.0,0.0
-0.03172350652323186,0.0,0.0,0.0
0.007217517357137408,0.0,0.0,0.0
0.017959868772411687,0.0,0.0,0.0
0.00016784924086366064,0.0,0.0,0.0
-0.01594567788204776,0.0,0.0,0.0
-0.01913481345845731,0.0,0.0,0.0
-0.014435034714274816,0.0,0.0,0.0
-0.011245899137865261,0.0,0.0,0.0
-0.011749446860456245,0.0,0.0,0.0
-0.01896696421759365,0.0,0.0,0.0
-0.035416189822232394,0.0,0.0,0.0
-0.05119401846341649,0.0,0.0,0.0
-0.049851224536507206,0.0,0.0,0.0
-0.028702220187685965,0.0,0.0,0.0
-0.0055390249485008005,0.0,0.0,0.0
0.011581597619592583,0.0,0.0,0.0
0.028702220187685965,0.0,0.0,0.0
0.044647898069733724,0.0,0.0,0.0
0.052201113908598454,0.0,0.0,0.0
0.04414435034714275,0.0,0.0,0.0
0.001846341649500267,0.0,0.0,0.0
-0.060593575951781484,0.0,0.0,0.0
-0.053208209353780414,0.0,0.0,0.0
0.023163195239185166,0.0,0.0,0.0
0.09919890135042343,0.0,0.0,0.0
0.1500572213321126,0.0,0.0,0.0
0.17976653696498052,0.0,0.0,0.0
0.19252307927061874,0.0,0.0,0.0
0.203265430685893,0.0,0.0,0.0
0.22525368123903253,0.0,0.0,0.0
0.24321355001144426,0.0,0.0,0.0
0.23549248493171587,0.0,0.0,0.0
0.19319447623407338,0.0,0.0,0.0
0.10591287098496985,0.0,0.0,0.0
-0.02333104448004883,0.0,0.0,0.0
-0.1287403677424277,0.0,0.0,0.0
-0.14988937209124895,0.0,0.0,0.0
-0.14267185473411154,0.0,0.0,0.0
-0.15828183413443195,0.0,0.0,0.0
-0.18547341115434499,0.0,0.0,0.0
-0.2059510185397116,0.0,0.0,0.0
-0.21031509880216676,0.0,0.0,0.0
-0.19386587319752804,0.0,0.0,0.0
-0.15593194476234074,0.0,0.0,0.0
-0.09785610742351414,0.0,0.0,0.0
-0.03205920500495917,0.0,0.0,0.0
0.003860532539864194,0.0,0.0,0.0
-0.008056763561455708,0.0,0.0,0.0
-0.04213015945677882,0.0,0.0,0.0
-0.06965743495841917,0.0,0.0,0.0
-0.08661020828564889,0.0,0.0,0.0
-0.10910200656137943,0.0,0.0,0.0
-0.1445181963836118,0.0,0.0,0.0
-0.18681620508125427,0.0,0.0,0.0
-0.22844281681544215,0.0,0.0,0.0
-0.2505989166094453,0.0,0.0,0.0
-0.24589913786526282,0.0,0.0,0.0
-0.21232928969253068,0.0,0.0,0.0
-0.14804303044174866,0.0,0.0,0.0
-0.0780498970016022,0.0,0.0,0.0
-0.029037918669413288,0.0,0.0,0.0
-0.006881818875410085,0.0,0.0,0.0
-0.005874723430228122,0.0,0.0,0.0
-0.01527428091859312,0.0,0.0,0.0
-0.01292439154650187,0.0,0.0,0.0
-0.0025177386129549098,0.0,0.0,0.0
-0.021652552071412222,0.0,0.0,0.0
-0.07536430914778362,0.0,0.0,0.0
-0.1253833829251545,0.0,0.0,0.0
-0.14972152285038529,0.0,0.0,0.0
-0.1722133211261158,0.0,0.0,0.0
-0.203265430685893,0.0,0.0,0.0
-0.22021820401312273,0.0,0.0,0.0
-0.20007629510948347,0.0,0.0,0.0
-0.1423361562523842,0.0,0.0,0.0
-0.07301441977569237,0.0,0.0,0.0
-0.020309758144502935,0.0,0.0,0.0
0.009903105210955977,0.0,0.0,0.0
0.02333104448004883,0.0,0.0,0.0
0.0213168535896849,0.0,0.0,0.0
0.010070954451819639,0.0,0.0,0.0
-0.008896009765774012,0.0,0.0,0.0
-0.030380712596322572,0.0,0.0,0.0
-0.042298008697642483,0.0,0.0,0.0
-0.041123064011596856,0.0,0.0,0.0
-0.03390554665445944,0.0,0.0,0.0
-0.029877164873731592,0.0,0.0,0.0
-0.02937361715114061,0.0,0.0,0.0
-0.030716411078049892,0.0,0.0,0.0
-0.035751888303959714,0.0,0.0,0.0
-0.07100022888532845,0.0,0.0,0.0
-0.20527962157625693,0.0,0.0,0.0
-0.35114061188677803,0.0,0.0,0.0
-0.417944609750515,0.0,0.0,0.0
-0.42616922255283435,0.0,0.0,0.0
-0.43053330281528956,0.0,0.0,0.0
-0.4495002670328832,0.0,0.0,0.0
-0.4688029297322041,0.0,0.0,0.0
-0.4741741054398413,0.0,0.0,0.0
-0.46175326161593044,0.0,0.0,0.0
-0.4382543678950179,0.0,0.0,0.0
-0.4100556954299229,0.0,0.0,0.0
-0.37682154573891813,0.0,0.0,0.0
-0.3425803006027313,0.0,0.0,0.0
-0.31354238193331807,0.0,0.0,0.0
-0.29423971923399705,0.0,0.0,0.0
-0.2771190966659037,0.0,0.0,0.0
-0.26335545891508355,0.0,0.0,0.0
-0.26150911726558324,0.0,0.0,0.0
-0.2569771877622644,0.0,0.0,0.0
-0.2264286259250782,0.0,0.0,0.0
-0.16835278858625158,0.0,0.0,0.0
-0.10423437857633323,0.0,0.0,0.0
-0.05505455100328068,0.0,0.0,0.0
-0.013931486991683832,0.0,0.0,0.0
0.052201113908598454,0.0,0.0,0.0
0.12605477988860914,0.0,0.0,0.0
0.13931486991683834,0.0,0.0,0.0
0.10154879072251469,0.0,0.0,0.0
0.10457007705806058,0.0,0.0,0.0
0.18278782330052643,0.0,0.0,0.0
0.2838330663004501,0.0,0.0,0.0
0.3476157778286411,0.0,0.0,0.0
0.36540779736018913,0.0,0.0,0.0
0.36775768673228043,0.0,0.0,0.0
0.3811856260013733,0.0,0.0,0.0
0.42616922255283435,0.0,0.0,0.0
0.5206683451590752,0.0,0.0,0.0
0.6665293354695964,0.0,0.0,0.0
0.7538109407186999,0.0,0.0,0.0
0.6809643701838711,0.0,0.0,0.0
0.5010299839780269,0.0,0.0,0.0
0.3298237582970931,0.0,0.0,0.0
0.20007629510948347,0.0,0.0,0.0
0.09449912260624094,0.0,0.0,0.0
0.020981155107957578,0.0,0.0,0.0
0.023834592202639806,0.0,0.0,0.0
0.12773327229724574,0.0,0.0,0.0
0.2613412680247196,0.0,0.0,0.0
0.33519493400473027,0.0,0.0,0.0
0.34660868238345927,0.0,0.0,0.0
0.33536278324559393,0.0,0.0,0.0
0.32193484397650113,0.0,0.0,0.0
0.3083390554665446,0.0,0.0,0.0
0.2912184328984512,0.0,0.0,0.0
0.2724193179217212,0.0,0.0,0.0
0.26066987106126494,0.0,0.0,0.0
0.26671244373235675,0.0,0.0,0.0
0.29356832227054247,0.0,0.0,0.0
0.31538872358281833,0.0,0.0,0.0
0.29323262378881515,0.0,0.0,0.0
0.22944991226062406,0.0,0.0,0.0
0.1708705271992065,0.0,0.0,0.0
0.13142595559624626,0.0,0.0,0.0
0.09214923323414968,0.0,0.0,0.0
0.050522621499961846,0.0,0.0,0.0
0.03138780804150454,0.0,0.0,0.0
0.04145876249332417,0.0,0.0,0.0
0.06999313344014649,0.0,0.0,0.0
0.10557717250324253,0.0,0.0,0.0
0.1381399252307927,0.0,0.0,0.0
0.1492179751277943,0.0,0.0,0.0
0.13142595559624626,0.0,0.0,0.0
0.1002059967956054,0.0,0.0,0.0
0.06462195773250935,0.0,0.0,0.0
0.030045014114595252,0.0,0.0,0.0
0.009231708247501335,0.0,0.0,0.0
0.004699778744182497,0.0,0.0,0.0
0.00788891432059205,0.0,0.0,0.0
0.009567406729228655,0.0,0.0,0.0
0.004867627985046159,0.0,0.0,0.0
-0.01326009002822919,0.0,0.0,0.0
-0.03810177767605096,0.0,0.0,0.0
-0.06411841000991834,0.0,0.0,0.0
-0.0861066605630579,0.0,0.0,0.0
-0.1002059967956054,0.0,0.0,0.0
-0.10926985580224306,0.0,0.0,0.0
-0.11833371480888075,0.0,0.0,0.0
-0.1284046692607004,0.0,0.0,0.0
-0.13713282978561073,0.0,0.0,0.0
-0.13830777447165635,0.0,0.0,0.0
-0.1317616540779736,0.0,0.0,0.0
-0.12504768444342718,0.0,0.0,0.0
-0.12504768444342718,0.0,0.0,0.0
-0.1270618753337911,0.0,0.0,0.0
-0.12135500114442664,0.0,0.0,0.0
-0.12202639810788128,0.0,0.0,0.0
-0.15710688944838636,0.0,0.0,0.0
-0.21165789272907606,0.0,0.0,0.0
-0.27006942854962995,0.0,0.0,0.0
-0.34828717479209587,0.0,0.0,0.0
-0.44496833752956433,0.0,0.0,0.0
-0.508415350576028,0.0,0.0,0.0
-0.48458075837338827,0.0,0.0,0.0
-0.3546654459449149,0.0,0.0,0.0
-0.15895323109788664,0.0,0.0,0.0
0.04599069199664301,0.0,0.0,0.0
0.20729381246662087,0.0,0.0,0.0
0.278461890592813,0.0,0.0,0.0
0.26839093614099335,0.0,0.0,0.0
0.22609292744335088,0.0,0.0,0.0
0.17976653696498052,0.0,0.0,0.0
0.12907606622415504,0.0,0.0,0.0
0.07553215838864728,0.0,0.0,0.0
0.032898451209277486,0.0,0.0,0.0
0.0005035477225909818,0.0,0.0,0.0
-0.0260166323338674,0.0,0.0,0.0
-0.044647898069733724,0.0,0.0,0.0
-0.04716563668268864,0.0,0.0,0.0
-0.028030823224231328,0.0,0.0,0.0
-0.010238803692683297,0.0,0.0,0.0
-0.0035248340581368735,0.0,0.0,0.0
0.10524147402151522,0.0,0.0,0.0
0.26335545891508355,0.0,0.0,0.0
0.3637293049515526,0.0,0.0,0.0
0.41727321278706037,0.0,0.0,0.0
0.5408102540627145,0.0,0.0,0.0
0.7793240253299762,0.0,0.0,0.0
0.9689936675059128,0.0,0.0,0.0
0.9517051956969558,0.0,0.0,0.0
0.7689173723964293,0.0,0.0,0.0
0.5587701228351263,0.0,0.0,0.0
0.3825284199282826,0.0,0.0,0.0
0.23784237430380706,0.0,0.0,0.0
0.1406576638437476,0.0,0.0,0.0
0.10759136339360646,0.0,0.0,0.0
0.10389868009460593,0.0,0.0,0.0
0.10591287098496985,0.0,0.0,0.0
0.12588693064774548,0.0,0.0,0.0
0.11833371480888075,0.0,0.0,0.0
0.04750133516441596,0.0,0.0,0.0
-0.056061646448462656,0.0,0.0,0.0
-0.14653238727397572,0.0,0.0,0.0
-0.19755855649652856,0.0,0.0,0.0
-0.21434348058289462,0.0,0.0,0.0
-0.2150148775463493,0.0,0.0,0.0
-0.21770046540016783,0.0,0.0,0.0
-0.23549248493171587,0.0,0.0,0.0
-0.24858472571908144,0.0,0.0,0.0
-0.24321355001144426,0.0,0.0,0.0
-0.23515678644998858,0.0,0.0,0.0
-0.23851377126726178,0.0,0.0,0.0
-0.23112840466926068,0.0,0.0,0.0
-0.19755855649652856,0.0,0.0,0.0
-0.17137407492179751,0.0,0.0,0.0
-0.18144502937361714,0.0,0.0,0.0
-0.2140077821011673,0.0,0.0,0.0
-0.23952086671244371,0.0,0.0,0.0
-0.24740978103303574,0.0,0.0,0.0
-0.2576485847257191,0.0,0.0,0.0
-0.28953994048981463,0.0,0.0,0.0
-0.34224460212100405,0.0,0.0,0.0
-0.3936064698252842,0.0,0.0,0.0
-0.41811245899137867,0.0,0.0,0.0
-0.4004882887006942,0.0,0.0,0.0
-0.34795147631036855,0.0,0.0,0.0
-0.2996108949416343,0.0,0.0,0.0
-0.2831616693369955,0.0,0.0,0.0
-0.2861829556725414,0.0,0.0,0.0
-0.2974288548104066,0.0,0.0,0.0
-0.31371023117418173,0.0,0.0,0.0
-0.3365377279316396,0.0,0.0,0.0
-0.36003662165255207,0.0,0.0,0.0
-0.3561760891126879,0.0,0.0,0.0
-0.31186388952468147,0.0,0.0,0.0
-0.23045700770580602,0.0,0.0,0.0
-0.11967650873579004,0.0,0.0,0.0
-0.0010070954451819635,0.0,0.0,0.0
0.10977340352483406,0.0,0.0,0.0
0.21417563134203096,0.0,0.0,0.0
0.29726100556954294,0.0,0.0,0.0
0.3200885023270008,0.0,0.0,0.0
0.2569771877622644,0.0,0.0,0.0
0.14485389486533912,0.0,0.0,0.0
0.04078736552986953,0.0,0.0,0.0
-0.01896696421759365,0.0,0.0,0.0
0.027695124742504008,0.0,0.0,0.0
0.12991531242847335,0.0,0.0,0.0
0.24455634393835354,0.0,0.0,0.0
0.40535591668574045,0.0,0.0,0.0
0.5416495002670327,0.0,0.0,0.0
0.575219348439765,0.0,0.0,0.0
0.4852521553368428,0.0,0.0,0.0
0.33334859235523,0.0,0.0,0.0
0.2059510185397116,0.0,0.0,0.0
0.1468680857557031,0.0,0.0,0.0
0.17137407492179751,0.0,0.0,0.0
0.26805523765926603,0.0,0.0,0.0
0.3499656672007324,0.0,0.0,0.0
0.32663462272068355,0.0,0.0,0.0
0.19789425497825588,0.0,0.0,0.0
0.024673838406958113,0.0,0.0,0.0
-0.18413061722743573,0.0,0.0,0.0
-0.436743724727245,0.0,0.0,0.0
-0.6502479591058212,0.0,0.0,0.0
-0.7366903181506065,0.0,0.0,0.0
-0.6653543907835507,0.0,0.0,0.0
-0.47618829633020526,0.0,0.0,0.0
-0.27443350881208517,-0.71875,-0.125,-0.9375
-0.0750286106660563,-0.59375,-0.0625,-0.9375
0.0800640878919661,0.0,0.0,0.0
0.1057450217441062,0.0,0.0,0.0
-0.0028534370946822307,0.0,0.0,0.0
-0.19806210421911954,0.0,0.0,0.0
-0.44060425726710917,0.0,0.0,0.0
-0.7011062790875104,0.0,0.0,0.0
-0.9129320210574503,0.0,0.0,0.0
-0.9901426718547343,0.0,0.0,0.0
-0.9367666132600899,0.0,0.0,0.0
-0.8243076218814374,0.0,0.0,0.0
-0.695399404898146,0.0,0.0,0.0
-0.5658197909514,0.0,0.0,0.0
-0.47618829633020526,0.0,0.0,0.0
-0.4399328603036545,0.0,0.0,0.0
-0.4365758754863813,0.0,0.0,0.0
-0.48760204470893415,0.0,0.0,0.0
-0.5785763332570382,0.0,0.0,0.0
-0.6507515068284122,0.0,0.0,0.0
-0.6571297779812314,0.0,0.0,0.0
-0.590997177080949,0.0,0.0,0.0
-0.4859235523002976,0.0,0.0,0.0
-0.39427786678873883,0.0,0.0,0.0
-0.36473640039673455,0.0,0.0,0.0
-0.3969634546425574,0.0,0.0,0.0
-0.4234836346990158,0.0,0.0,0.0
-0.37245746547646297,0.0,0.0,0.0
-0.24925612268253605,0.0,0.0,0.0
-0.12202639810788128,0.0,0.0,0.0
-0.009567406729228655,0.125,-0.4375,0.40625
0.06361486228732739,0.0,-0.375,0.375
0.18715190356298161,0.0,0.0,0.0
0.3976348516060121,0.0,0.0,0.0
0.5486991683833066,0.0,0.0,0.0
0.6343022812237735,0.0,0.0,0.0
0.7121843289845121,0.0,0.0,0.0
0.8290074006256198,0.0,0.0,0.0
0.9636224917982757,0.0,0.0,0.0
0.9676508735790036,0.0,0.0,0.0
0.789394979781796,0.0,0.0,0.0
0.5668268863965819,0.0,0.0,0.0
0.4453040360112916,0.0,0.0,0.0
0.39931334401464863,0.0,0.0,0.0
0.3696040283817807,0.0,0.0,0.0
0.39058518348973825,0.0,0.0,0.0
0.4980086976424812,0.0,0.0,0.0
0.6054322117952239,0.0,0.0,0.0
0.5945220111390859,0.0,0.0,0.0
0.4805523765926604,0.0,0.0,0.0
0.36691844052796213,0.0,0.0,0.0
0.32059205004959185,0.0,0.0,0.0
0.34711223010605013,0.0,0.0,0.0
0.43305104142824447,0.0,0.0,0.0
0.5307392996108949,0.0,0.0,0.0
0.5812619211108567,0.0,0.0,0.0
0.54702067597467,0.0,0.0,0.0
0.40871290150301365,0.0,0.0,0.0
0.23012130922407872,0.0,0.0,0.0
0.08308537422751203,0.0,0.0,0.0
-0.019638361181048294,0.0,0.0,0.0
-0.0639505607690547,0.0,0.0,0.0
-0.048508430609597926,0.0,0.0,0.0
-0.041794460975051496,0.0,0.0,0.0
-0.12941176470588234,0.0,0.0,0.0
-0.29440756847486077,0.0,0.0,0.0
-0.40132753490501255,0.0,0.0,0.0
-0.3862211032272831,0.0,0.0,0.0
-0.3187457084000916,0.0,0.0,0.0
-0.2643625543602655,0.0,0.0,0.0
-0.24321355001144426,0.0,0.0,0.0
-0.2767833981841764,0.0,0.0,0.0
-0.36675059128709847,0.0,0.0,0.0
-0.45604638742656595,0.0,0.0,0.0
-0.5090867475394828,0.0,0.0,0.0
-0.561791409170672,0.0,0.0,0.0
-0.6859998474097809,0.0,0.0,0.0
-0.850156404974441,0.0,0.0,0.0
-0.9411306935225452,0.0,0.0,0.0
-0.8984969863431752,0.0,0.0,0.0
